"pathway","pval","padj","overlap","size","overlapGenes"
"C3_Non-coding RNA: snRNA",1,1,0,129,""
"C3_Non-coding RNA: tRNA",1,1,0,606,""
"C3_Non-coding RNA: tRNA: methylation",1,1,0,15,""
"C3_Non-coding RNA: tRNA: production",1,1,0,67,""
"C3_Nuclear pore: structure",1,1,0,28,""
"C3_Nucleic acid: binding: zinc finger",1,1,0,134,""
"C3_Protein modification: acetyltransferase",1,1,0,17,""
"C3_Protein modification: lipidation",1,1,0,17,""
"C3_Protein modification: methyltransferase",1,1,0,75,""
"C3_Proteolysis general: carboxypeptidase",1,1,0,16,""
"C3_Proteolysis general: cysteine: cathepsin",1,1,0,19,""
"C3_Proteolysis general: inhibitor: serine",1,1,0,30,""
"C3_Proteolysis general: metallopeptidase",1,1,0,124,""
"C3_Proteolysis general: other",1,1,0,68,""
"C3_Proteolysis proteasome: 19S",1,1,0,26,""
"C3_Proteolysis proteasome: E2",1,1,0,18,""
"C3_Proteolysis proteasome: E3: other",1,1,0,49,""
"C3_Proteolysis proteasome: other",1,1,0,23,""
"C3_Proteolysis proteasome: ubiquitin peptidase",1,1,0,31,""
"C3_Pseudogene",1,1,0,1898,""
"C3_Ribosome: biogenesis",1,1,0,53,""
"C3_Ribosome: EIF",1,1,0,60,""
"C3_Ribosome: subunit",1,1,0,92,""
"C3_Signaling: hedgehog-like",1,1,0,90,""
"C3_Signaling: heteromeric G protein: arrestin",1,1,0,27,""
"C3_Signaling: heteromeric G protein: G alpha subunit",1,1,0,22,""
"C3_Signaling: heteromeric G protein: guanylyl cyclase",1,1,0,38,""
"C3_Signaling: heteromeric G protein: other",1,1,0,22,""
"C3_Signaling: heteromeric G protein: receptor",1,1,0,53,""
"C3_Signaling: lipid: phospholipase A",1,1,0,19,""
"C3_Signaling: Notch",1,1,0,18,""
"C3_Signaling: small GTPase: ARF",1,1,0,18,""
"C3_Signaling: small GTPase: other",1,1,0,36,""
"C3_Signaling: small GTPase: Rab",1,1,0,34,""
"C3_Signaling: small GTPase: Ras",1,1,0,39,""
"C3_Signaling: TGF beta",1,1,0,17,""
"C3_Signaling: WNT",1,1,0,30,""
"C3_Stress response: detoxification: ugt",1,1,0,69,""
"C3_Stress response: ER",1,1,0,17,""
"C3_Stress response: GST",1,1,0,52,""
"C3_Stress response: heat",1,1,0,30,""
"C3_Stress response: heavy metal",1,1,0,16,""
"C3_Stress response: other",1,1,0,49,""
"C3_Stress response: oxidative",1,1,0,28,""
"C3_Stress response: thioredoxin",1,1,0,15,""
"C3_Trafficking: vesicle targeting/fusion: SNARE",1,1,0,21,""
"C3_Transcription factor: bHLH",1,1,0,36,""
"C3_Transcription factor: bZIP",1,1,0,24,""
"C3_Transcription factor: homeodomain",1,1,0,97,""
"C3_Transcription factor: other",1,1,0,33,""
"C3_Transcription factor: ZF",1,1,0,53,""
"C3_Transcription: chromatin modification: acetyltransferase",1,1,0,16,""
"C3_Transcription: chromatin modification: methyltransferase",1,1,0,20,""
"C3_Transcription: chromatin modification: other",1,1,0,34,""
"C3_Transcription: general machinery: RNA Pol II: elongation",1,1,0,30,""
"C3_Transcription: general machinery: RNA Pol II: mediator",1,1,0,25,""
"C3_Transcription: general machinery: RNA Pol II: subunit",1,1,0,16,""
"C3_Transcription: general machinery: RNA Pol II: TFIID",1,1,0,24,""
"C3_Transmembrane protein: ER",1,1,0,24,""
"C3_Transmembrane protein: seven transmembrane receptor:  dmsr",1,1,0,16,""
"C3_Transmembrane protein: seven transmembrane receptor: srab",1,1,0,23,""
"C3_Transmembrane protein: seven transmembrane receptor: sre",1,1,0,50,""
"C3_Transmembrane protein: seven transmembrane receptor: sru",1,1,0,39,""
"C3_Transmembrane protein: seven transmembrane receptor: srv",1,1,0,29,""
"C3_Transmembrane protein: seven transmembrane receptor: srxa",1,1,0,16,""
"C3_Transmembrane transport: amino acid",1,1,0,37,""
"C3_Transmembrane transport: calcium channel",1,1,0,20,""
"C3_Transmembrane transport: chloride channel",1,1,0,44,""
"C3_Transmembrane transport: extracellular ligand gated channel",1,1,0,59,""
"C3_Transmembrane transport: lipid",1,1,0,15,""
"C3_Transmembrane transport: mitochondrial: solute carrier",1,1,0,34,""
"C3_Transmembrane transport: nicotinic acid receptor",1,1,0,20,""
"C3_Transmembrane transport: TRP  channel",1,1,0,15,""
